clientes_ativos,faturamento_mensal,faturamento_acumulado,anos_empresa,tipo_servico,ticket_medio,mix_receita,canais_vendas,churn,parcerias,investimento_externo,branding_reputacao,network_time,uso_tecnologia,roadmap_produto,nps,eficiencia_operacional,escala_tecnologica,financas_unidade,headcount,experiencia_lideranca,treinamento,rotatividade_time,governanca_financeira,score_total
66,1196804,100618,6.9,Serviço,676.68,Receita diversificada,3,0.351,Poucas,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Alto,Não existe,68,Quase nada,Não,"Sim, regularmente",146,Experiência parcial,Às vezes,0.17,Controles básicos,49.64
3670,1585955,2844722,9.8,Serviço,5879.64,3–5 clientes >50%,3,0.281,Muitas,Não,Reconhecimento forte,"Sim, forte",Baixo,Parcial,62,Parcialmente,Parcialmente,Algumas,147,Sem experiência,Nunca,0.329,DRE e auditoria,63.31
187,33318,888074,5.3,Produto,3244.61,Receita diversificada,4,0.361,Muitas,Aceleradora/Anjo,Algum reconhecimento,Ocasionalmente,Baixo,Parcial,1,Parcialmente,Não,Algumas,20,Experiência parcial,Nunca,0.055,Não existem controles,38.85
2479,8245,76190,2.3,Serviço,988.5,1–2 clientes >50%,5,0.227,Muitas,Série A+,Algum reconhecimento,Ocasionalmente,Médio,Parcial,60,Quase tudo,Sim,Não,196,Sem experiência,Regularmente,0.341,Controles básicos,58.23
4939,1591535,2115910,9.2,Serviço,1428.46,3–5 clientes >50%,3,0.203,Algumas,Não,Reconhecimento forte,Não,Alto,Claro e executado,72,Quase nada,Parcialmente,"Sim, regularmente",139,Experiência forte,Às vezes,0.484,Controles básicos,65.45
1976,76565,355494,3.7,Produto,2416.59,1–2 clientes >50%,2,0.224,Algumas,Seed/Pré-Série A,Algum reconhecimento,"Sim, forte",Médio,Não existe,77,Quase nada,Não,Não,161,Experiência parcial,Nunca,0.229,Controles básicos,48.15
2020,10739,113974,4.2,Serviço,21322.87,3–5 clientes >50%,1,0.303,Nenhuma,Não,Reconhecimento forte,"Sim, forte",Baixo,Claro e executado,5,Parcialmente,Sim,Não,190,Experiência parcial,Regularmente,0.418,Controles básicos,36.52
654,1470372,800104,6.1,Serviço,27789.61,3–5 clientes >50%,4,0.197,Nenhuma,Aceleradora/Anjo,Algum reconhecimento,Não,Médio,Parcial,30,Parcialmente,Não,"Sim, regularmente",66,Sem experiência,Regularmente,0.261,Não existem controles,37.44
1159,298440,290119,2.8,Serviço,1428.15,3–5 clientes >50%,4,0.15,Poucas,Seed/Pré-Série A,Reconhecimento forte,"Sim, forte",Médio,Não existe,0,Parcialmente,Sim,Algumas,106,Experiência forte,Nunca,0.233,DRE e auditoria,61.06
3794,406833,8188013,6.7,Serviço,1345.15,Receita diversificada,5,0.018,Poucas,Não,Reconhecimento forte,Não,Alto,Parcial,47,Quase nada,Não,"Sim, regularmente",135,Experiência parcial,Às vezes,0.209,Não existem controles,46.76
3784,41654,4547940,6.6,Produto,4112.46,1–2 clientes >50%,4,0.237,Muitas,Série A+,Algum reconhecimento,"Sim, forte",Alto,Parcial,36,Quase tudo,Não,"Sim, regularmente",12,Experiência forte,Nunca,0.429,DRE e auditoria,65.08
853,15232,8300142,6.9,Serviço,2299.45,Receita diversificada,1,0.017,Nenhuma,Seed/Pré-Série A,Reconhecimento forte,"Sim, forte",Baixo,Não existe,43,Quase tudo,Não,Não,39,Experiência parcial,Regularmente,0.316,Controles básicos,48.66
751,99687,772857,0.2,Produto,1065.07,3–5 clientes >50%,4,0.01,Nenhuma,Não,Reconhecimento forte,Não,Baixo,Claro e executado,92,Parcialmente,Parcialmente,"Sim, regularmente",56,Experiência parcial,Nunca,0.283,Controles básicos,52.87
4759,1352427,7294396,9.2,Serviço,221.11,3–5 clientes >50%,5,0.196,Nenhuma,Série A+,Reconhecimento forte,Ocasionalmente,Alto,Não existe,-4,Parcialmente,Sim,Algumas,114,Experiência forte,Às vezes,0.397,Controles básicos,55.77
438,29381,288336,3.1,Produto,2768.77,1–2 clientes >50%,3,0.393,Algumas,Aceleradora/Anjo,Reconhecimento forte,Ocasionalmente,Alto,Claro e executado,9,Parcialmente,Não,"Sim, regularmente",23,Experiência parcial,Às vezes,0.356,Não existem controles,38.43
4624,1537743,4927645,2.6,Serviço,22770.01,3–5 clientes >50%,5,0.274,Muitas,Não,Algum reconhecimento,"Sim, forte",Baixo,Parcial,48,Parcialmente,Parcialmente,Não,144,Experiência forte,Nunca,0.078,Controles básicos,62.02
2148,1682897,7789991,3.9,Serviço,4531.7,Receita diversificada,1,0.186,Nenhuma,Não,Reconhecimento forte,"Sim, forte",Médio,Claro e executado,80,Quase tudo,Não,Não,112,Sem experiência,Nunca,0.052,DRE e auditoria,51.51
4130,11013,17422824,8.1,Serviço,18776.41,3–5 clientes >50%,1,0.132,Muitas,Seed/Pré-Série A,Reconhecimento forte,"Sim, forte",Baixo,Claro e executado,47,Parcialmente,Parcialmente,"Sim, regularmente",181,Sem experiência,Às vezes,0.368,DRE e auditoria,60.83
2854,44337,10244367,7.0,Produto,3692.06,Receita diversificada,1,0.217,Muitas,Não,Não reconhecida,Não,Médio,Claro e executado,92,Parcialmente,Sim,Não,34,Experiência parcial,Às vezes,0.032,DRE e auditoria,63.91
2019,72474,10824,9.2,Serviço,910.97,Receita diversificada,1,0.091,Algumas,Série A+,Reconhecimento forte,Ocasionalmente,Baixo,Claro e executado,74,Parcialmente,Parcialmente,Não,27,Sem experiência,Regularmente,0.477,DRE e auditoria,60.43
2240,265185,13148349,1.6,Serviço,29489.82,3–5 clientes >50%,4,0.164,Algumas,Série A+,Algum reconhecimento,Não,Alto,Não existe,93,Quase tudo,Não,Algumas,98,Experiência forte,Regularmente,0.406,Não existem controles,48.08
4343,1122078,14461901,2.7,Produto,818.56,Receita diversificada,1,0.31,Algumas,Série A+,Algum reconhecimento,Ocasionalmente,Baixo,Claro e executado,77,Parcialmente,Não,Não,83,Experiência parcial,Nunca,0.03,Não existem controles,40.03
3591,158555,12626330,10.0,Produto,196.23,1–2 clientes >50%,4,0.384,Muitas,Seed/Pré-Série A,Não reconhecida,"Sim, forte",Médio,Parcial,95,Quase tudo,Parcialmente,"Sim, regularmente",3,Experiência parcial,Às vezes,0.001,Não existem controles,45.76
4572,7812,4394545,2.2,Produto,335.42,3–5 clientes >50%,5,0.071,Muitas,Não,Não reconhecida,Não,Médio,Claro e executado,93,Quase nada,Sim,"Sim, regularmente",36,Sem experiência,Nunca,0.042,Não existem controles,46.84
2999,6576,2683505,10.0,Serviço,162.4,3–5 clientes >50%,1,0.323,Nenhuma,Não,Algum reconhecimento,Ocasionalmente,Alto,Parcial,-7,Quase tudo,Sim,"Sim, regularmente",2,Experiência forte,Às vezes,0.066,Controles básicos,43.66
2924,241893,989058,9.8,Serviço,6302.84,3–5 clientes >50%,2,0.298,Muitas,Aceleradora/Anjo,Reconhecimento forte,"Sim, forte",Médio,Não existe,56,Quase tudo,Não,Algumas,113,Experiência parcial,Regularmente,0.43,Não existem controles,43.09
2997,310885,139457,1.4,Serviço,179.91,1–2 clientes >50%,2,0.4,Muitas,Seed/Pré-Série A,Não reconhecida,Ocasionalmente,Baixo,Parcial,-3,Quase nada,Sim,"Sim, regularmente",68,Experiência forte,Regularmente,0.332,Não existem controles,41.21
4135,769517,16787729,0.0,Serviço,277.3,1–2 clientes >50%,3,0.059,Poucas,Série A+,Algum reconhecimento,"Sim, forte",Médio,Parcial,-10,Parcialmente,Não,Algumas,160,Experiência parcial,Regularmente,0.13,Controles básicos,53.07
2865,1953069,421188,2.4,Produto,78.17,3–5 clientes >50%,5,0.332,Poucas,Não,Não reconhecida,Não,Médio,Não existe,30,Parcialmente,Não,Algumas,143,Experiência parcial,Regularmente,0.038,Controles básicos,50.34
3684,38437,10152595,3.3,Serviço,990.91,1–2 clientes >50%,5,0.038,Poucas,Aceleradora/Anjo,Algum reconhecimento,Ocasionalmente,Alto,Parcial,56,Parcialmente,Sim,Não,78,Experiência parcial,Regularmente,0.365,Controles básicos,63.8
906,15902,5793886,6.8,Produto,451.49,Receita diversificada,4,0.042,Algumas,Seed/Pré-Série A,Algum reconhecimento,"Sim, forte",Médio,Não existe,66,Quase tudo,Sim,"Sim, regularmente",183,Sem experiência,Nunca,0.313,DRE e auditoria,71.86
517,72348,816047,3.3,Serviço,15733.86,3–5 clientes >50%,5,0.355,Nenhuma,Seed/Pré-Série A,Não reconhecida,"Sim, forte",Alto,Não existe,93,Quase tudo,Sim,"Sim, regularmente",111,Experiência forte,Nunca,0.444,Controles básicos,53.6
4066,1219587,899292,4.8,Serviço,245.49,1–2 clientes >50%,2,0.36,Muitas,Aceleradora/Anjo,Não reconhecida,"Sim, forte",Alto,Não existe,91,Parcialmente,Sim,Não,74,Experiência forte,Regularmente,0.166,Controles básicos,67.95
1089,4359,2484679,5.4,Serviço,2426.71,3–5 clientes >50%,2,0.142,Poucas,Não,Não reconhecida,Não,Baixo,Não existe,-8,Quase nada,Não,"Sim, regularmente",162,Experiência parcial,Às vezes,0.235,Controles básicos,42.85
3234,15514,3207936,0.4,Serviço,7275.58,3–5 clientes >50%,5,0.341,Nenhuma,Não,Não reconhecida,Ocasionalmente,Baixo,Claro e executado,12,Quase tudo,Não,Não,117,Experiência parcial,Regularmente,0.313,Não existem controles,32.42
3362,86129,1078861,0.6,Produto,790.54,Receita diversificada,1,0.294,Muitas,Série A+,Algum reconhecimento,Não,Médio,Não existe,92,Parcialmente,Sim,"Sim, regularmente",153,Experiência parcial,Nunca,0.368,Não existem controles,44.4
3264,55727,4910502,4.1,Produto,83.27,Receita diversificada,1,0.156,Nenhuma,Não,Não reconhecida,Ocasionalmente,Médio,Não existe,76,Quase nada,Não,Não,185,Experiência forte,Às vezes,0.423,Controles básicos,48.93
4981,36469,302196,8.2,Serviço,30860.22,Receita diversificada,5,0.059,Algumas,Seed/Pré-Série A,Reconhecimento forte,"Sim, forte",Baixo,Não existe,10,Quase nada,Parcialmente,Algumas,144,Experiência parcial,Nunca,0.169,Não existem controles,42.69
925,40438,469756,3.5,Produto,166.13,1–2 clientes >50%,3,0.18,Muitas,Não,Algum reconhecimento,Ocasionalmente,Médio,Parcial,36,Quase nada,Não,Não,66,Experiência forte,Às vezes,0.354,Controles básicos,58.27
645,11076,3719635,7.7,Serviço,1279.77,3–5 clientes >50%,5,0.234,Muitas,Série A+,Algum reconhecimento,"Sim, forte",Alto,Claro e executado,57,Quase nada,Sim,Não,113,Experiência parcial,Regularmente,0.212,Não existem controles,42.91
749,879045,12495666,3.7,Produto,728.63,3–5 clientes >50%,3,0.328,Muitas,Não,Reconhecimento forte,Não,Baixo,Parcial,77,Quase tudo,Sim,"Sim, regularmente",75,Experiência forte,Nunca,0.299,Controles básicos,69.84
1978,18383,384687,8.4,Produto,2247.52,Receita diversificada,5,0.157,Muitas,Série A+,Reconhecimento forte,Não,Alto,Claro e executado,5,Parcialmente,Não,Não,181,Sem experiência,Regularmente,0.276,DRE e auditoria,60.35
1156,926475,817787,7.6,Produto,4427.0,Receita diversificada,3,0.23,Poucas,Série A+,Reconhecimento forte,"Sim, forte",Alto,Parcial,68,Parcialmente,Não,Não,3,Experiência forte,Às vezes,0.344,Controles básicos,54.88
4256,8753,412110,7.2,Serviço,49961.33,3–5 clientes >50%,2,0.162,Nenhuma,Seed/Pré-Série A,Reconhecimento forte,Ocasionalmente,Alto,Não existe,10,Quase tudo,Sim,Não,164,Experiência parcial,Às vezes,0.318,Não existem controles,37.11
3955,72141,192864,6.2,Produto,36.59,1–2 clientes >50%,2,0.256,Poucas,Não,Reconhecimento forte,Ocasionalmente,Baixo,Não existe,53,Parcialmente,Não,Não,179,Experiência parcial,Às vezes,0.213,Controles básicos,41.56
4176,7310,106603,6.9,Produto,518.22,3–5 clientes >50%,2,0.015,Algumas,Não,Reconhecimento forte,"Sim, forte",Médio,Parcial,42,Parcialmente,Não,"Sim, regularmente",127,Experiência forte,Às vezes,0.216,Não existem controles,45.05
486,1417725,2409550,8.3,Serviço,694.93,1–2 clientes >50%,4,0.195,Poucas,Seed/Pré-Série A,Algum reconhecimento,"Sim, forte",Médio,Parcial,39,Quase nada,Sim,Algumas,12,Experiência forte,Regularmente,0.109,Não existem controles,43.16
3619,492724,10373,5.2,Produto,638.77,1–2 clientes >50%,4,0.019,Nenhuma,Seed/Pré-Série A,Não reconhecida,Não,Alto,Não existe,85,Quase tudo,Não,"Sim, regularmente",34,Experiência parcial,Regularmente,0.106,Controles básicos,57.72
1117,964505,29121,2.9,Serviço,113.39,1–2 clientes >50%,4,0.095,Muitas,Série A+,Algum reconhecimento,Ocasionalmente,Médio,Não existe,48,Parcialmente,Sim,"Sim, regularmente",139,Sem experiência,Regularmente,0.362,Controles básicos,69.42
270,10790,2676862,4.3,Produto,4525.35,1–2 clientes >50%,5,0.28,Poucas,Série A+,Reconhecimento forte,Não,Alto,Não existe,14,Parcialmente,Sim,"Sim, regularmente",141,Experiência forte,Regularmente,0.159,Não existem controles,40.17
2548,87038,9524361,7.8,Produto,17.09,3–5 clientes >50%,2,0.349,Nenhuma,Série A+,Não reconhecida,"Sim, forte",Médio,Parcial,-2,Quase nada,Parcialmente,"Sim, regularmente",120,Experiência parcial,Nunca,0.015,Controles básicos,37.48
2629,1288,15990371,8.2,Serviço,409.74,1–2 clientes >50%,1,0.318,Nenhuma,Não,Reconhecimento forte,Não,Alto,Claro e executado,-5,Parcialmente,Não,Algumas,64,Experiência parcial,Às vezes,0.465,Não existem controles,30.88
2468,468601,636521,6.7,Serviço,5761.98,3–5 clientes >50%,5,0.182,Poucas,Não,Reconhecimento forte,"Sim, forte",Baixo,Claro e executado,99,Parcialmente,Sim,Algumas,181,Experiência parcial,Regularmente,0.278,Controles básicos,60.63
2828,72525,187220,3.4,Serviço,122.45,Receita diversificada,5,0.118,Poucas,Aceleradora/Anjo,Reconhecimento forte,"Sim, forte",Alto,Não existe,74,Quase tudo,Sim,"Sim, regularmente",171,Experiência forte,Regularmente,0.187,Controles básicos,67.57
3627,71696,508711,1.6,Serviço,187.99,1–2 clientes >50%,3,0.296,Muitas,Aceleradora/Anjo,Algum reconhecimento,Não,Baixo,Não existe,81,Quase nada,Não,Algumas,63,Experiência parcial,Regularmente,0.136,Não existem controles,41.15
3739,72282,71976,1.2,Produto,2850.4,Receita diversificada,2,0.048,Algumas,Não,Reconhecimento forte,Ocasionalmente,Médio,Não existe,-5,Quase nada,Não,"Sim, regularmente",160,Experiência parcial,Às vezes,0.48,Não existem controles,41.33
3692,1530940,903425,2.4,Serviço,14358.65,3–5 clientes >50%,1,0.249,Algumas,Não,Algum reconhecimento,Ocasionalmente,Médio,Parcial,82,Quase tudo,Não,Algumas,33,Experiência parcial,Regularmente,0.464,Controles básicos,55.87
139,83984,667527,5.8,Produto,304.43,1–2 clientes >50%,1,0.228,Poucas,Não,Algum reconhecimento,"Sim, forte",Médio,Não existe,30,Parcialmente,Parcialmente,Algumas,121,Sem experiência,Regularmente,0.457,Controles básicos,43.91
4287,49896,8004112,8.2,Serviço,398.36,1–2 clientes >50%,3,0.258,Nenhuma,Série A+,Não reconhecida,Ocasionalmente,Baixo,Não existe,-8,Quase nada,Sim,Não,138,Experiência forte,Às vezes,0.265,Controles básicos,38.87
1987,5389,3265049,6.7,Serviço,9993.56,1–2 clientes >50%,4,0.051,Nenhuma,Aceleradora/Anjo,Algum reconhecimento,Não,Alto,Parcial,6,Parcialmente,Não,Não,168,Experiência parcial,Às vezes,0.024,Não existem controles,36.33
4281,301753,7338150,2.6,Produto,779.28,3–5 clientes >50%,4,0.113,Muitas,Série A+,Algum reconhecimento,"Sim, forte",Alto,Claro e executado,-3,Quase tudo,Não,Algumas,116,Experiência forte,Às vezes,0.183,Não existem controles,46.56
3164,452606,136983,6.3,Serviço,199.61,1–2 clientes >50%,1,0.222,Nenhuma,Seed/Pré-Série A,Reconhecimento forte,"Sim, forte",Baixo,Claro e executado,44,Parcialmente,Não,"Sim, regularmente",106,Sem experiência,Nunca,0.362,Não existem controles,30.94
4690,1240269,15915679,0.5,Produto,32.05,Receita diversificada,1,0.251,Poucas,Série A+,Reconhecimento forte,"Sim, forte",Alto,Parcial,95,Quase tudo,Sim,Não,176,Experiência forte,Às vezes,0.334,Não existem controles,44.51
1438,1516457,15388318,5.9,Produto,863.97,3–5 clientes >50%,5,0.211,Nenhuma,Seed/Pré-Série A,Reconhecimento forte,"Sim, forte",Médio,Claro e executado,85,Parcialmente,Parcialmente,Algumas,11,Sem experiência,Regularmente,0.277,DRE e auditoria,51.33
2443,29107,173717,5.8,Serviço,3130.08,Receita diversificada,2,0.371,Muitas,Seed/Pré-Série A,Algum reconhecimento,"Sim, forte",Baixo,Claro e executado,69,Quase nada,Não,"Sim, regularmente",113,Experiência forte,Nunca,0.241,Controles básicos,58.26
795,19767,126196,5.2,Produto,769.71,3–5 clientes >50%,4,0.007,Algumas,Aceleradora/Anjo,Reconhecimento forte,"Sim, forte",Baixo,Não existe,7,Quase nada,Parcialmente,Não,102,Sem experiência,Às vezes,0.169,DRE e auditoria,53.91
2098,943949,3498130,3.4,Serviço,36433.91,3–5 clientes >50%,4,0.198,Algumas,Não,Reconhecimento forte,Ocasionalmente,Médio,Parcial,43,Quase nada,Parcialmente,"Sim, regularmente",80,Experiência parcial,Às vezes,0.355,Não existem controles,45.37
2195,41792,154325,4.8,Serviço,341.32,3–5 clientes >50%,1,0.279,Nenhuma,Não,Reconhecimento forte,Não,Baixo,Claro e executado,37,Quase tudo,Sim,"Sim, regularmente",192,Experiência parcial,Nunca,0.072,Não existem controles,35.26
1862,47177,772840,8.7,Serviço,319.94,3–5 clientes >50%,5,0.015,Nenhuma,Seed/Pré-Série A,Reconhecimento forte,"Sim, forte",Alto,Parcial,98,Quase nada,Sim,Não,64,Experiência parcial,Regularmente,0.15,DRE e auditoria,62.52
3714,8621,8297534,1.7,Serviço,37396.03,Receita diversificada,3,0.272,Nenhuma,Aceleradora/Anjo,Reconhecimento forte,Ocasionalmente,Médio,Claro e executado,44,Quase nada,Não,"Sim, regularmente",64,Experiência parcial,Regularmente,0.416,Controles básicos,42.33
1014,10854,6467962,8.9,Serviço,24594.75,3–5 clientes >50%,2,0.019,Poucas,Não,Não reconhecida,Não,Baixo,Parcial,2,Parcialmente,Não,Não,35,Experiência forte,Às vezes,0.226,DRE e auditoria,57.55
1120,461577,151399,4.0,Serviço,37658.66,1–2 clientes >50%,5,0.125,Muitas,Série A+,Algum reconhecimento,Não,Baixo,Parcial,24,Quase nada,Parcialmente,"Sim, regularmente",58,Experiência parcial,Às vezes,0.202,DRE e auditoria,61.09
3450,1555648,3110890,2.1,Produto,40.48,1–2 clientes >50%,4,0.036,Poucas,Série A+,Algum reconhecimento,Não,Alto,Claro e executado,16,Parcialmente,Parcialmente,"Sim, regularmente",151,Sem experiência,Regularmente,0.168,Controles básicos,63.18
1554,1168667,271135,6.3,Produto,4303.14,3–5 clientes >50%,5,0.24,Muitas,Seed/Pré-Série A,Não reconhecida,Não,Baixo,Não existe,49,Quase nada,Parcialmente,"Sim, regularmente",113,Sem experiência,Regularmente,0.164,DRE e auditoria,61.7
99,1845,335704,3.3,Produto,302.69,3–5 clientes >50%,3,0.317,Poucas,Aceleradora/Anjo,Não reconhecida,"Sim, forte",Médio,Claro e executado,54,Parcialmente,Parcialmente,Algumas,185,Sem experiência,Nunca,0.065,Controles básicos,41.33
3951,81777,620489,1.0,Serviço,603.29,1–2 clientes >50%,1,0.147,Poucas,Aceleradora/Anjo,Não reconhecida,"Sim, forte",Baixo,Claro e executado,45,Quase tudo,Parcialmente,Não,137,Sem experiência,Nunca,0.193,Não existem controles,36.38
1533,19155,1984653,7.4,Serviço,1988.95,Receita diversificada,5,0.31,Nenhuma,Aceleradora/Anjo,Reconhecimento forte,Ocasionalmente,Baixo,Não existe,29,Quase nada,Não,"Sim, regularmente",104,Sem experiência,Regularmente,0.029,Não existem controles,31.93
176,163264,199152,4.1,Produto,361.85,Receita diversificada,4,0.357,Algumas,Aceleradora/Anjo,Não reconhecida,"Sim, forte",Médio,Não existe,56,Quase nada,Parcialmente,"Sim, regularmente",66,Experiência parcial,Às vezes,0.245,Não existem controles,40.81
4840,323024,34401,3.0,Serviço,4167.57,Receita diversificada,5,0.374,Nenhuma,Seed/Pré-Série A,Reconhecimento forte,"Sim, forte",Alto,Não existe,99,Parcialmente,Parcialmente,Não,71,Experiência parcial,Regularmente,0.183,DRE e auditoria,51.88
342,911767,78566,5.0,Serviço,8978.32,1–2 clientes >50%,4,0.139,Poucas,Aceleradora/Anjo,Reconhecimento forte,Não,Baixo,Claro e executado,16,Parcialmente,Não,Não,55,Experiência forte,Nunca,0.334,DRE e auditoria,50.51
3345,4684,760158,1.3,Serviço,469.92,Receita diversificada,4,0.003,Algumas,Aceleradora/Anjo,Não reconhecida,Não,Baixo,Não existe,15,Quase tudo,Não,Algumas,43,Experiência parcial,Nunca,0.424,Não existem controles,42.72
4710,329332,17309,3.8,Produto,66.83,3–5 clientes >50%,5,0.07,Muitas,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Baixo,Não existe,90,Parcialmente,Parcialmente,Não,89,Experiência parcial,Às vezes,0.32,Controles básicos,67.93
2386,4871,6465171,0.1,Serviço,9339.42,Receita diversificada,5,0.153,Muitas,Série A+,Reconhecimento forte,Ocasionalmente,Baixo,Não existe,77,Quase nada,Não,"Sim, regularmente",15,Experiência parcial,Regularmente,0.248,Controles básicos,61.36
3873,462254,3923471,1.2,Produto,21.08,3–5 clientes >50%,2,0.081,Algumas,Não,Algum reconhecimento,Não,Baixo,Não existe,16,Quase nada,Parcialmente,Não,67,Experiência forte,Às vezes,0.267,DRE e auditoria,63.32
2819,12399,128879,0.3,Produto,471.54,Receita diversificada,1,0.294,Nenhuma,Não,Não reconhecida,Ocasionalmente,Alto,Claro e executado,89,Parcialmente,Parcialmente,Algumas,94,Experiência parcial,Nunca,0.204,Não existem controles,34.31
